subwayId,updnLine,statnNm,btrainSttus,btrainNo,bstatnNm,recptnDt,arvlCd
1006,하행,창신,일반,6209,봉화산,2025-05-31 21:16:19,1
1003,하행,녹번,일반,3319,수서,2025-05-31 21:16:20,1
1008,하행,산성,일반,8205,모란,2025-05-31 21:16:22,1
1004,상행,회현,일반,4172,불암산,2025-05-31 21:16:23,1
1003,상행,삼송,일반,3316,대화,2025-05-31 21:16:27,1
1007,하행,보라매,일반,7279,온수,2025-05-31 21:16:29,1
1004,하행,대야미,일반,4325,안산,2025-05-31 21:16:29,1
1002,외선,잠실,일반,2359,성수,2025-05-31 21:16:30,5
1005,상행,하남시청,일반,5156,방화,2025-05-31 21:16:34,1
1003,상행,안국,일반,3324,구파발,2025-05-31 21:16:35,1
1003,상행,무악재,일반,3322,대화,2025-05-31 21:16:35,1
1003,상행,신사,일반,3330,대화,2025-05-31 21:16:36,1
1003,상행,약수,일반,3326,대화,2025-05-31 21:16:36,1
1004,상행,중앙,일반,4672,불암산,2025-05-31 21:16:36,1
1003,상행,오금,일반,3338,대화,2025-05-31 21:16:38,1
1007,상행,중곡,일반,7280,도봉산,2025-05-31 21:16:39,1
1007,상행,부천종합운동장,일반,7298,도봉산,2025-05-31 21:16:39,1
1007,상행,장승배기,일반,7290,장암,2025-05-31 21:16:39,1
1007,상행,학동,일반,7284,장암,2025-05-31 21:16:39,1
1004,하행,노원,일반,4679,오이도,2025-05-31 21:16:40,1
1005,하행,마곡,일반,5659,마천,2025-05-31 21:16:42,1
1005,하행,오목교(목동운동장앞),일반,5657,마천,2025-05-31 21:16:42,1
1004,하행,고잔,일반,4659,오이도,2025-05-31 21:16:42,1
1005,하행,화곡,일반,5151,하남검단산,2025-05-31 21:16:42,1
1005,하행,충정로,일반,5147,하남검단산,2025-05-31 21:16:42,1
1006,하행,상월곡(한국과학기술연구원),일반,6207,봉화산,2025-05-31 21:16:42,1
1005,하행,상일동,일반,5139,하남검단산,2025-05-31 21:16:43,1
1005,하행,둔촌동,일반,5647,마천,2025-05-31 21:16:43,1
1001,하행,신설동,일반,0197,인천,2025-05-31 21:16:44,1
1001,상행,제기동,일반,0174,의정부,2025-05-31 21:16:46,1
1001,하행,군포,일반,0711,신창,2025-05-31 21:16:48,1
1004,상행,범계,일반,4668,불암산,2025-05-31 21:16:49,1
1001,상행,부천,일반,0186,소요산,2025-05-31 21:16:49,1
1007,하행,고속터미널,일반,7285,석남,2025-05-31 21:16:50,1
1002,외선,시청,일반,3377,성수,2025-05-31 21:16:50,5
1002,상행,양천구청,일반,5686,까치산,2025-05-31 21:16:50,5
1007,하행,상도(중앙대앞),일반,7281,석남,2025-05-31 21:16:50,1
1002,내선,홍대입구,일반,2378,성수,2025-05-31 21:16:50,5
1007,하행,굴포천,일반,7269,석남,2025-05-31 21:16:50,1
1007,하행,까치울,일반,7273,석남,2025-05-31 21:16:50,1
1001,상행,연천,일반,0158,연천,2025-05-31 21:16:51,1
1004,상행,대공원,일반,4666,불암산,2025-05-31 21:16:52,1
1006,상행,새절(신사),일반,6210,응암순환(상선),2025-05-31 21:16:52,1
1005,상행,고덕,일반,5154,방화,2025-05-31 21:16:53,1
1001,하행,영등포,일반,0189,인천,2025-05-31 21:16:53,1
1003,하행,신사,일반,3309,수서,2025-05-31 21:16:53,1
1006,상행,돌곶이,일반,6220,응암순환(상선),2025-05-31 21:16:53,1
1005,상행,광화문,일반,5638,방화,2025-05-31 21:16:53,1
1005,상행,개화산,일반,5632,방화,2025-05-31 21:16:53,1
1005,상행,공덕,일반,5148,방화,2025-05-31 21:16:53,1
1004,상행,상계,일반,4168,불암산,2025-05-31 21:16:54,1
1008,하행,몽촌토성(평화의문),일반,8209,모란,2025-05-31 21:16:54,1
1002,외선,신림,일반,2367,성수,2025-05-31 21:16:55,5
1002,외선,대림,일반,7369,성수,2025-05-31 21:16:55,5
1002,하행,용두,일반,1677,신설동,2025-05-31 21:16:55,5
1001,하행,녹양,일반,0203,인천,2025-05-31 21:16:56,1
1001,상행,개봉,급행,1136,용산,2025-05-31 21:16:57,1
1001,하행,신도림,일반,0493,서동탄,2025-05-31 21:16:59,1
1001,상행,신도림,일반,0182,연천,2025-05-31 21:17:00,1
1001,상행,창동,일반,0170,동두천,2025-05-31 21:17:00,1
1007,상행,천왕,일반,7296,도봉산,2025-05-31 21:17:00,1
1007,상행,면목,일반,7278,장암,2025-05-31 21:17:00,1
1001,상행,도화,일반,0190,동두천,2025-05-31 21:17:01,1
1001,상행,지행,일반,0164,소요산,2025-05-31 21:17:01,1
1006,하행,합정,일반,6215,봉화산,2025-05-31 21:17:03,1
1001,상행,가능,일반,0166,양주,2025-05-31 21:17:04,1
1001,하행,신이문,일반,0199,인천,2025-05-31 21:17:06,1
1001,상행,남영,일반,0178,양주,2025-05-31 21:17:06,1
